# Метеостанция Храброво / им. императрицы Елизаветы Петровны (аэропорт), Россия, METAR=UMKK, выборка с 21.05.2021 по 27.05.2022, все дни
# Кодировка: UTF-8
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/metar.php?metar=UMKK&lang=ru
#
"Местное время в Храброво / им. императрицы Елизаветы Петровны (аэропорт)";"T";"P0";"P";"U";"DD";"Ff";"ff10";"WW";"W'W'";"c";"VV";"Td";
"28.11.2021 03:30";"2.0";"745.8";"747.0";"100";"Ветер, дующий с юга";"2";"";"";"";"Незначительная (10-30%) 180 м, сплошная (100%) 480 м";"6.0";"2.0";
"28.11.2021 03:00";"2.0";"745.8";"747.0";"100";"Ветер, дующий с юго-юго-запада";"2";"";"Дымка";"";"Незначительная (10-30%) 180 м, сплошная (100%) 450 м";"5.0";"2.0";
"28.11.2021 02:30";"2.0";"745.8";"747.0";"100";"Ветер, дующий с юго-юго-запада";"2";"";"";"";"Незначительная (10-30%) 180 м, сплошная (100%) 420 м";"6.0";"2.0";
"28.11.2021 02:00";"2.0";"745.8";"747.0";"100";"Ветер, дующий с юго-запада";"3";"";"";"";"Разорванная (60-90%) 720 м";"6.0";"2.0";
"28.11.2021 01:30";"2.0";"745.8";"747.0";"100";"Ветер, дующий с юго-юго-запада";"3";"";"";"";"Разорванная (60-90%) 720 м";"7.0";"2.0";
"28.11.2021 01:00";"2.0";"745.8";"747.0";"100";"Ветер, дующий с юго-юго-запада";"2";"";"";"";"Разорванная (60-90%) 630 м";"9.0";"2.0";
"28.11.2021 00:30";"2.0";"746.6";"747.8";"93";"Штиль, безветрие";"0";"";"";"";"Разорванная (60-90%) 630 м";"9.0";"1.0";
"28.11.2021 00:00";"2.0";"745.8";"747.0";"100";"Штиль, безветрие";"0";"";"";"";"Разорванная (60-90%) 450 м";"9.0";"2.0";
"27.11.2021 23:30";"2.0";"745.8";"747.0";"100";"Ветер, дующий с юго-запада";"2";"";"";"";"Разорванная (60-90%) 330 м";"7.0";"2.0";
"27.11.2021 23:00";"2.0";"745.8";"747.0";"100";"Ветер, дующий с юго-запада";"1";"";"Слабый(ая)(ые) дождь";"";"Рассеянная (40-50%) 300 м, сплошная (100%) 480 м";"5.0";"2.0";
"27.11.2021 22:30";"2.0";"745.8";"747.0";"100";"Ветер, дующий с юго-запада";"2";"";"Слабый(ая)(ые) дождь";"";"Сплошная (100%) 330 м";"8.0";"2.0";
"27.11.2021 22:00";"2.0";"745.8";"747.0";"100";"Ветер, дующий с юго-юго-запада";"2";"";"";"";"Разорванная (60-90%) 330 м";"9.0";"2.0";
"27.11.2021 21:30";"2.0";"745.8";"747.0";"100";"Штиль, безветрие";"0";"";"";"";"Рассеянная (40-50%) 300 м, сплошная (100%) 600 м";"9.0";"2.0";
"27.11.2021 21:00";"3.0";"745.8";"747.0";"93";"Ветер, дующий с северо-востока";"2";"";"";"";"Рассеянная (40-50%) 300 м, сплошная (100%) 600 м";"10.0 и более";"2.0";
"27.11.2021 20:30";"3.0";"745.1";"746.3";"93";"Ветер, дующий с северо-северо-востока";"2";"";"";"";"Рассеянная (40-50%) 270 м, сплошная (100%) 510 м";"10.0 и более";"2.0";
"27.11.2021 20:00";"3.0";"745.1";"746.3";"93";"Ветер, дующий с северо-северо-востока";"2";"";"Слабый(ая)(ые) дождь";"";"Рассеянная (40-50%) 270 м, сплошная (100%) 480 м";"10.0 и более";"2.0";
