# Метеостанция Черняховск, Россия, WMO_ID=26711, выборка с 21.05.2024 по 27.05.2025, все дни
# Кодировка: UTF-8
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=26711&lang=ru
#
"Местное время в Черняховске";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"20.05.2025 18:00";"17.9";"755.0";"";"";"41";"Ветер, дующий с северо-запада";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"20.05.2025 17:00";"20.9";"754.0";"";"";"37";"Ветер, дующий с запада";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"20.05.2025 16:00";"20.9";"754.0";"";"";"37";"Ветер, дующий с запада";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"20.05.2025 15:00";"20.9";"755.0";"";"";"45";"Ветер, дующий с запада";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"20.05.2025 14:00";"21.0";"755.0";"";"";"43";"Ветер, дующий с запада";"4";"8";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"20.05.2025 13:00";"20.9";"755.0";"";"";"45";"Ветер, дующий с запада";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"20.05.2025 12:00";"20.3";"755.0";"";"";"51";"Ветер, дующий с запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"20.05.2025 11:00";"18.5";"756.0";"";"";"57";"Ветер, дующий с запада";"2";"6";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"20.05.2025 09:00";"14.3";"756.0";"";"";"79";"Ветер, дующий с запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"20.05.2025 08:00";"11.7";"756.0";"";"";"92";"Ветер, дующий с запада";"1";"4";"";"50%.";" ";"";"";"5.1";"";"";"";"";"";"";"10.0";"";"Осадков нет";"12";"";"";"";"";
"20.05.2025 07:00";"9.1";"756.0";"";"";"100";"Ветер, дующий с запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"20.05.2025 06:00";"7.1";"756.0";"";"";"100";"Ветер, дующий с запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"20.05.2025 05:00";"5.5";"756.0";"";"";"100";"Ветер, дующий с запада";"1";"4";"";"";" ";"";"";"5.1";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"20.05.2025 03:00";"6.1";"756.0";"";"";"100";"Ветер, дующий с запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"20.05.2025 02:00";"6.8";"756.0";"";"";"100";"Ветер, дующий с запада";"1";"4";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"20.05.2025 01:00";"7.1";"756.0";"";"";"100";"Ветер, дующий с запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"20.05.2025 00:00";"7.5";"756.0";"";"";"100";"Ветер, дующий с запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"19.05.2025 23:00";"9.2";"756.0";"";"";"99";"Ветер, дующий с запада";"1";"4";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"19.05.2025 20:00";"12.2";"756.0";"";"";"91";"Ветер, дующий с северо-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"19.05.2025 19:00";"12.2";"756.0";"";"";"91";"Ветер, дующий с северо-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"19.05.2025 18:00";"11.8";"756.0";"";"";"90";"Ветер, дующий с северо-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"19.05.2025 17:00";"12.0";"756.0";"";"";"86";"Ветер, дующий с запада";"2";"5";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"0.2";"12";"";"";"";"";
"19.05.2025 16:00";"12.0";"757.0";"";"";"88";"Ветер, дующий с северо-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"19.05.2025 14:00";"12.4";"756.0";"";"";"71";"Ветер, дующий с запада";"2";"6";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"19.05.2025 12:00";"13.2";"756.0";"";"";"70";"Ветер, дующий с запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"19.05.2025 11:00";"12.5";"756.0";"";"";"77";"Ветер, дующий с запада";"2";"4";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"19.05.2025 10:00";"11.3";"756.0";"";"";"87";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"19.05.2025 09:00";"8.8";"756.0";"";"";"100";"Ветер, дующий с юго-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"19.05.2025 08:00";"7.2";"755.0";"";"";"100";"Ветер, дующий с юга";"1";"2";"";"100%.";"Туман или ледяной туман. ";"";"";"3.5";"";"";"";"";"";"";"2.0";"";"Осадков нет";"12";"";"";"";"";
"19.05.2025 07:00";"5.7";"755.0";"";"";"100";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"19.05.2025 06:00";"5.0";"755.0";"";"";"100";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"19.05.2025 05:00";"4.3";"754.0";"";"";"100";"Ветер, дующий с юга";"1";"2";"";"";" ";"";"";"3.5";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"19.05.2025 04:00";"4.3";"754.0";"";"";"100";"Ветер, дующий с юго-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"19.05.2025 03:00";"3.7";"754.0";"";"";"100";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"19.05.2025 02:00";"4.6";"754.0";"";"";"100";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"19.05.2025 00:00";"4.1";"754.0";"";"";"100";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"18.05.2025 23:00";"4.9";"754.0";"";"";"100";"Штиль, безветрие";"0";"2";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"18.05.2025 22:00";"5.7";"754.0";"";"";"97";"Ветер, дующий с северо-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"18.05.2025 20:00";"11.2";"753.0";"";"";"74";"Ветер, дующий с севера";"2";"4";"";"40%.";" ";"";"";"";"15.0";"";"";"";"";"";"20.0";"";"Осадков нет";"12";"";"";"";"";
"18.05.2025 18:00";"13.8";"753.0";"";"";"52";"Ветер, дующий с северо-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"18.05.2025 17:00";"13.8";"753.0";"";"";"55";"Ветер, дующий с запада";"1";"4";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"18.05.2025 16:00";"14.2";"753.0";"";"";"56";"Ветер, дующий с запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"18.05.2025 15:00";"13.8";"753.0";"";"";"50";"Ветер, дующий с юго-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"18.05.2025 14:00";"14.0";"752.0";"";"";"53";"Ветер, дующий с запада";"1";"4";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"18.05.2025 13:00";"13.3";"752.0";"";"";"56";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"18.05.2025 12:00";"12.9";"752.0";"";"";"63";"Ветер, дующий с запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"18.05.2025 11:00";"11.8";"752.0";"";"";"71";"Ветер, дующий с юга";"1";"4";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"18.05.2025 10:00";"11.8";"752.0";"";"";"79";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"18.05.2025 08:00";"8.5";"752.0";"";"";"97";"Ветер, дующий с юга";"1";"2";"";"20–30%.";"Дымка. ";"";"";"1.1";"";"";"";"";"";"";"4.0";"";"Осадков нет";"12";"";"";"";"";
"18.05.2025 07:00";"5.5";"751.0";"";"";"";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"18.05.2025 06:00";"2.6";"751.0";"";"";"";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"18.05.2025 05:00";"1.3";"751.0";"";"";"";"Штиль, безветрие";"0";"2";"";"";" ";"";"";"1.3";"";"";"";"";"";"";"";"";"1.0";"12";"";"";"";"";
"18.05.2025 03:00";"2.9";"751.0";"";"";"";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"18.05.2025 02:00";"4.4";"751.0";"";"";"100";"Ветер, дующий с юго-востока";"1";"3";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"18.05.2025 01:00";"5.2";"752.0";"";"";"100";"Ветер, дующий с юго-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"18.05.2025 00:00";"5.6";"751.0";"";"";"100";"Ветер, дующий с востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"17.05.2025 23:00";"6.8";"751.0";"";"";"100";"Ветер, дующий с востока";"1";"3";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"17.05.2025 20:00";"7.8";"751.0";"";"";"98";"Ветер, дующий с востока";"1";"";"";"40%.";"Дымка. ";"";"";"";"9.9";"";"";"";"";"";"4.0";"";"6.0";"12";"";"";"";"";
"17.05.2025 19:00";"8.5";"751.0";"";"";"95";"Ветер, дующий с востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"17.05.2025 18:00";"8.2";"751.0";"";"";"95";"Ветер, дующий с востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"17.05.2025 17:00";"9.6";"751.0";"";"";"96";"Ветер, дующий с востока";"2";"6";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"4.0";"12";"";"";"";"";
"17.05.2025 15:00";"8.6";"751.0";"";"";"97";"Ветер, дующий с северо-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"17.05.2025 14:00";"8.0";"751.0";"";"";"97";"Ветер, дующий с севера";"3";"7";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"17.05.2025 13:00";"7.6";"752.0";"";"";"96";"Ветер, дующий с северо-востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"17.05.2025 12:00";"7.9";"752.0";"";"";"94";"Ветер, дующий с востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"17.05.2025 11:00";"7.9";"751.0";"";"";"93";"Ветер, дующий с северо-востока";"3";"7";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"17.05.2025 08:00";"7.1";"751.0";"";"";"99";"Ветер, дующий с востока";"2";"5";"";"100%.";"Дымка. ";"";"";"5.1";"";"";"";"";"";"";"4.0";"";"0.4";"12";"";"";"";"";
"17.05.2025 07:00";"6.5";"751.0";"";"";"100";"Ветер, дующий с востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"17.05.2025 06:00";"5.7";"751.0";"";"";"100";"Ветер, дующий с востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"17.05.2025 05:00";"5.2";"751.0";"";"";"100";"Ветер, дующий с юго-востока";"1";"4";"";"";" ";"";"";"5.1";"";"";"";"";"";"";"";"";"0.1";"12";"";"";"";"";
"17.05.2025 03:00";"5.5";"751.0";"";"";"100";"Ветер, дующий с юго-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"17.05.2025 02:00";"5.5";"750.0";"";"";"100";"Штиль, безветрие";"0";"5";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"17.05.2025 00:00";"5.5";"750.0";"";"";"100";"Ветер, дующий с северо-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"16.05.2025 23:00";"5.7";"751.0";"";"";"99";"Ветер, дующий с запада";"1";"5";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"16.05.2025 20:00";"8.7";"751.0";"";"";"76";"Ветер, дующий с северо-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"16.05.2025 18:00";"9.5";"751.0";"";"";"74";"Ветер, дующий с востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"16.05.2025 17:00";"9.7";"752.0";"";"";"72";"Ветер, дующий с востока";"2";"7";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"16.05.2025 16:00";"9.3";"752.0";"";"";"75";"Ветер, дующий с северо-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"16.05.2025 15:00";"9.6";"752.0";"";"";"72";"Ветер, дующий с востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"16.05.2025 14:00";"9.4";"752.0";"";"";"74";"Ветер, дующий с востока";"1";"9";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"16.05.2025 13:00";"9.5";"752.0";"";"";"67";"Ветер, дующий с востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"16.05.2025 12:00";"9.3";"752.0";"";"";"70";"Ветер, дующий с северо-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"16.05.2025 11:00";"8.8";"751.0";"";"";"80";"Ветер, дующий с северо-востока";"2";"9";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"16.05.2025 10:00";"7.2";"751.0";"";"";"86";"Ветер, дующий с востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"16.05.2025 09:00";"7.1";"751.0";"";"";"89";"Ветер, дующий с северо-востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"16.05.2025 08:00";"5.0";"750.0";"";"";"97";"Ветер, дующий с северо-востока";"3";"9";"";"100%.";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"0.8";"";"";"";"";"";"";"4.0";"";"12.0";"12";"";"";"";"";
"16.05.2025 07:00";"4.4";"750.0";"";"";"99";"Ветер, дующий с северо-востока";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"16.05.2025 06:00";"3.7";"749.0";"";"";"100";"Ветер, дующий с востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"16.05.2025 05:00";"2.7";"748.0";"";"";"100";"Ветер, дующий с востока";"3";"8";"";"";" ";"";"";"0.8";"";"";"";"";"";"";"";"";"10.0";"12";"";"";"";"";
"16.05.2025 04:00";"1.5";"747.0";"";"";"100";"Ветер, дующий с востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"16.05.2025 03:00";"4.0";"747.0";"";"";"100";"Ветер, дующий с юго-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"16.05.2025 02:00";"4.7";"747.0";"";"";"100";"Ветер, дующий с юго-востока";"2";"9";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"16.05.2025 01:00";"4.8";"747.0";"";"";"100";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"16.05.2025 00:00";"3.8";"748.0";"";"";"100";"Ветер, дующий с юга";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"15.05.2025 23:00";"3.4";"750.0";"";"";"100";"Ветер, дующий с юга";"3";"8";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"15.05.2025 21:00";"4.8";"752.0";"";"";"88";"Ветер, дующий с запада";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"15.05.2025 20:00";"6.6";"752.0";"";"";"75";"Ветер, дующий с запада";"2";"9";"";"100%.";" ";"";"";"";"11.3";"";"";"";"";"";"20.0";"";"Следы осадков";"12";"";"";"";"";
"15.05.2025 19:00";"7.6";"753.0";"";"";"66";"Ветер, дующий с запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"15.05.2025 18:00";"8.7";"753.0";"";"";"72";"Ветер, дующий с северо-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"15.05.2025 17:00";"7.6";"753.0";"";"";"73";"Ветер, дующий с севера";"3";"9";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"0.3";"12";"";"";"";"";
"15.05.2025 16:00";"6.4";"753.0";"";"";"81";"Ветер, дующий с севера";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"15.05.2025 15:00";"10.4";"753.0";"";"";"63";"Ветер, дующий с северо-запада";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"15.05.2025 14:00";"9.9";"753.0";"";"";"62";"Ветер, дующий с северо-запада";"3";"9";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"15.05.2025 13:00";"10.0";"752.0";"";"";"60";"Ветер, дующий с северо-запада";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"15.05.2025 12:00";"9.9";"752.0";"";"";"65";"Ветер, дующий с северо-запада";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"15.05.2025 11:00";"8.7";"752.0";"";"";"63";"Ветер, дующий с севера";"2";"6";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"15.05.2025 08:00";"5.9";"751.0";"";"";"95";"Ветер, дующий с запада";"2";"5";"";"90  или более, но не 100%";" ";"";"";"-0.6";"";"";"";"";"";"";"10.0";"";"0.5";"12";"";"";"";"";
"15.05.2025 06:00";"3.3";"751.0";"";"";"100";"Ветер, дующий с севера";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"15.05.2025 05:00";"1.4";"752.0";"";"";"100";"Ветер, дующий с запада";"1";"3";"";"";" ";"";"";"-0.6";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"15.05.2025 04:00";"-0.2";"752.0";"";"";"100";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"15.05.2025 03:00";"1.2";"752.0";"";"";"94";"Ветер, дующий с северо-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"15.05.2025 02:00";"2.5";"752.0";"";"";"89";"Ветер, дующий с севера";"2";"6";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"15.05.2025 01:00";"2.8";"752.0";"";"";"88";"Ветер, дующий с северо-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"15.05.2025 00:00";"3.4";"752.0";"";"";"86";"Ветер, дующий с севера";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"14.05.2025 23:00";"3.5";"752.0";"";"";"88";"Ветер, дующий с севера";"2";"6";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"14.05.2025 20:00";"7.9";"752.0";"";"";"85";"Ветер, дующий с северо-запада";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"14.05.2025 17:00";"9.3";"751.0";"";"";"97";"Ветер, дующий с северо-запада";"4";"8";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"2.0";"12";"";"";"";"";
"14.05.2025 16:00";"9.6";"751.0";"";"";"96";"Ветер, дующий с северо-запада";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"14.05.2025 14:00";"13.8";"752.0";"";"";"80";"Ветер, дующий с запада";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"14.05.2025 11:00";"15.1";"753.0";"";"";"73";"Ветер, дующий с запада";"2";"6";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"14.05.2025 10:00";"14.7";"753.0";"";"";"73";"Ветер, дующий с юго-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"14.05.2025 08:00";"10.9";"754.0";"";"";"87";"Ветер, дующий с юго-запада";"2";"4";"";"100%.";" ";"";"";"4.3";"";"";"";"";"";"";"10.0";"";"Осадков нет";"12";"";"";"";"";
"14.05.2025 07:00";"8.8";"754.0";"";"";"89";"Ветер, дующий с юго-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"14.05.2025 06:00";"7.3";"755.0";"";"";"90";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"14.05.2025 05:00";"5.2";"755.0";"";"";"96";"Штиль, безветрие";"0";"2";"";"";" ";"";"";"4.3";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"14.05.2025 03:00";"4.4";"756.0";"";"";"93";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"14.05.2025 02:00";"6.7";"756.0";"";"";"89";"Ветер, дующий с юга";"1";"2";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"14.05.2025 01:00";"7.1";"757.0";"";"";"91";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"14.05.2025 00:00";"6.9";"757.0";"";"";"93";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
