# Метеостанция Усть-Нера, Россия, WMO_ID=24585, выборка с 21.05.2024 по 27.05.2025, все дни
# Кодировка: UTF-8
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=24585&lang=ru
#
"Местное время в Усть-Нере";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"19.05.2025 19:00";"14.5";"710.5";"755.4";"-0.2";"21";"Ветер, дующий с юго-юго-востока";"2";"";"";"40%.";" ";"";"";"";"15.6";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"-7.7";"Осадков нет";"12";"";"";"";"";
"19.05.2025 16:00";"15.0";"710.7";"755.5";"-1.1";"19";"Ветер, дующий с востока";"4";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"50.0";"-8.2";"";"";"";"";"";"";
"19.05.2025 13:00";"13.9";"711.8";"756.9";"-1.7";"24";"Ветер, дующий с востока";"4";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"50.0";"-6.4";"";"";"";"";"";"";
"19.05.2025 10:00";"10.6";"713.5";"759.3";"-0.9";"32";"Ветер, дующий с востоко-северо-востока";"4";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"50.0";"-5.5";"";"";"";"";"";"";
"19.05.2025 07:00";"6.6";"714.4";"760.9";"-0.6";"38";"Ветер, дующий с востока";"5";"";"";"40%.";" ";"";"";"0.7";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"-6.7";"Осадков нет";"12";"Поверхность почвы влажная.";"-1.0";"";"";
"19.05.2025 04:00";"0.7";"715.0";"762.4";"0.2";"63";"Ветер, дующий с северо-востока";"3";"";"";"40%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"-5.6";"";"";"";"";"";"";
"19.05.2025 01:00";"3.8";"714.8";"761.8";"0.3";"48";"Ветер, дующий с востоко-северо-востока";"3";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.";"20.0";"-6.2";"";"";"";"";"";"";
"18.05.2025 22:00";"7.4";"714.5";"760.9";"0.4";"36";"Ветер, дующий с востоко-северо-востока";"3";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.";"50.0";"-6.8";"";"";"";"";"";"";
"18.05.2025 19:00";"12.7";"714.1";"759.5";"-0.2";"23";"Ветер, дующий с юго-востока";"2";"";"";"90  или более, но не 100%";" ";"";"";"";"14.3";"Слоисто-кучевые, образовавшиеся не из кучевых.";"10%  или менее, но не 0";"1500-2000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.";"50.0";"-7.8";"Осадков нет";"12";"";"";"";"";
"18.05.2025 16:00";"13.6";"714.3";"759.6";"-1.0";"22";"Ветер, дующий с юго-юго-востока";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"20–30%.";"1500-2000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"-7.7";"";"";"";"";"";"";
"18.05.2025 13:00";"12.4";"715.3";"760.8";"-0.9";"27";"Ветер, дующий с востоко-северо-востока";"3";"";"";"70 – 80%.";" ";"";"";"";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"20–30%.";"1500-2000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"-6.4";"";"";"";"";"";"";
"18.05.2025 10:00";"8.8";"716.2";"762.4";"-0.8";"33";"Ветер, дующий с востока";"4";"";"";"60%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"-6.7";"";"";"";"";"";"";
"18.05.2025 07:00";"3.8";"717.0";"764.1";"0.1";"48";"Ветер, дующий с востоко-северо-востока";"4";"";"";"20–30%.";" ";"";"";"-1.6";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"1500-2000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"50.0";"-6.4";"Осадков нет";"12";"Поверхность почвы влажная.";"-1.0";"";"";
"18.05.2025 04:00";"-1.4";"716.9";"764.9";"0.8";"67";"Ветер, дующий с северо-востока";"4";"";"";"40%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"40%.";"1500-2000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"50.0";"-6.9";"";"";"";"";"";"";
"18.05.2025 01:00";"1.3";"716.1";"763.6";"0.8";"54";"Ветер, дующий с востоко-северо-востока";"3";"";"";"10%  или менее, но не 0";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"10%  или менее, но не 0";"1500-2000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"-7.1";"";"";"";"";"";"";
"17.05.2025 22:00";"5.2";"715.3";"762.1";"1.5";"37";"Ветер, дующий с востока";"3";"";"";"10%  или менее, но не 0";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"10%  или менее, но не 0";"1500-2000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"50.0";"-8.5";"";"";"";"";"";"";
"17.05.2025 19:00";"9.3";"713.8";"759.7";"1.0";"28";"Ветер, дующий с востоко-северо-востока";"5";"";"";"40%.";" ";"";"";"";"12.1";"Слоисто-кучевые, образовавшиеся не из кучевых.";"40%.";"1500-2000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"50.0";"-8.5";"Осадков нет";"12";"";"";"";"";
